google_dir,data_file,curator_PersonName,curator_organization,curator_email,modification_date,author_PersonName,author_email,author_orcid_id,addit_contact_person,addit_contact_email,bibliographical_reference,data_doi,network,site_code,location_name,lat,long,datum,elevation,map,mat,clim_avg_yrs,tx_start,aspect_deg,aspect_class,slope,slope_shape,drainage_class,depth_water,parent_transport,parent_material,rock_chem,land_cover,eco_region,loc_texture_class,plant,lit_c,lit_n,lit_p,lit_cn,lit_lig,npp,anpp,bnpp,bnpp_notes,litterfall_anpp,agb,bgb,bgb_lowerdiam,bgb_upperdiam,bgb_type,bgb_notes,bgb_c,bgb_n,bgb_cn,wood_lit_c,align_1,align_2,loc_comments,time_series,gradient,experiments,control_id,number_treatments,merge_align,key_version,L1,L1_level,L2,L2_level,L3,L3_level,L4,L4_level,L5,L5_level,tx_L1,tx_L1_level,tx_L2,tx_L2_level,tx_L3,tx_L3_level,tx_L4,tx_L4_level,tx_L5,tx_L5_level,tx_L6,tx_L6_level,observation_date,veg_note_profile,lyr_c_tot,lyr_soc,lyr_soc_stock,lyr_loi,lyr_som_WalkleyBlack,lyr_n_tot,lyr_n_tot_stock,lyr_c_to_n,lyr_15n,lyr_13c,layer_top,layer_bot,layer_mid,hzn,bd_samp,bd_tot,ph_cacl,ph_h2o,ph_other,sand,silt,clay,coarse_frac,coarse_tot,profile_texture_class,caco3,Ca,Mg,K,Na,cat_exch,base_sum,cec_sum,ecec,bs,mbc_trans,mbn_raw,p_ex_1,p_ex_2,p_ex_3,p_ex_4,n_min,soil_taxon,soil_series,comment_profile,lyr_al_py,lyr_si_py,lyr_fe_ox,lyr_al_ox,lyr_si_ox,lyr_fe_dith,lyr_al_dith,lyr_si_dith,frc_scheme,frc_low_cutoff,frc_high_cutoff,frc_notes,frc_c_tot,frc_oc,frc_n_tot,frc_c_to_n,bd_methods_notes,layer_thick_calc,lyr_soc_stock_calc,lyr_n_stock_calc,control_sample
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,49,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,3.026,NA,NA,NA,0.129,NA,23.45736434,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2481.32,105.78,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,19,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,3.779,NA,NA,NA,0.133,NA,28.41353383,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3098.78,109.06,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,11,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,2.872,NA,NA,NA,0.13,NA,22.09230769,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2355.04,106.6,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,7,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,2.859,NA,NA,NA,0.148,NA,19.31756757,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2344.38,121.36,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,3,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,3.497,NA,NA,NA,0.129,NA,27.10852713,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2867.54,105.78,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,6,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,3.471,NA,NA,NA,0.159,NA,21.83018868,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2846.22,130.38,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,1,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,4.152,NA,NA,NA,0.151,NA,27.49668874,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3404.64,123.82,FALSE
AND_10YR_CN,AND_DIRT_10YR_CN_raw,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,4,Plot,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,3.563,NA,NA,NA,0.164,NA,21.72560976,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2921.66,134.48,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,>2.65,NA,NA,4.748,0.189,25.08,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DW,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,>2.65,NA,NA,6.047,0.201,30.051,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,>2.65,NA,NA,6.038,0.207,29.208,NA,10,NA,NA,TRUE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,>2.65,NA,NA,3.252,0.137,23.714,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,>2.65,NA,NA,3.076,0.136,22.684,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NR,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,>2.65,NA,NA,3.729,0.158,23.569,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,1.65,NA,NA,38.367,0.694,55.281,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DW,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,1.65,NA,NA,38.61,0.715,54.013,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CTL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,1.65,NA,NA,37.037,0.684,54.155,NA,10,NA,NA,TRUE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NI,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,1.65,NA,NA,37.352,0.679,54.994,NA,10,NA,NA,FALSE
AND_10YR_DenseFrac,AND_DIRT_10YR_CN_densefrac.csv,Derek Pierson,Oregon State University,piersond@oregonstate.edu,3/7/2018,Derek Pierson,piersond@oregonstate.edu,0000-0003-3413-1693,Kate Lajtha,lajthak@science.oregonstate.edu,Not yet published,NA,DIRT,AND,H.J. Andrews,44.231,-122.22,NA,531,2370,8.8,1973-2002,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,forest,temperate coniferous forest,loam,"Old-growth Douglas-fir (Pseudotsuga menziesii (Mirbel) Franco), western hemlock (Tsuga heterophylla (Raf.) Sarg.)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NO,YES,CTL,6,NO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NL,litter_manip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,5,NA,0.82,NA,NA,5.2,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPT,0,1.65,NA,NA,36.5,0.675,54.085,NA,10,NA,NA,FALSE
